GRIN Accession	Protein	GRIN Link
PI157430	46.0;46.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137864	
PI157431	43.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137865	
PI157432	44.0;46.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137866	
PI157434	41.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137867	
PI157435	41.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137868	
PI157436	42	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137869	
PI157437	41.7;43.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137870	
PI157438	43.0;44.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137871	
PI157439	41.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137872	
PI157440	42.1;43.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137873	
PI157441	43	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137874	
PI157442	43	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137875	
PI157443	44.5;47.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137876	
PI157444	40.7;44.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137877	
PI157445	43.4;45.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137878	
PI157446	43.8;46.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137879	
PI157447	41.4;43.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137880	
PI157448	41.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137881	
PI157449	41.0;41.0	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137882	
PI157450	42.9;45.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137883	
PI157451	46.3;46.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137884	
PI157452	44.4;46.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137885	
PI157453	41.9;44.0	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137886	
PI157454	41.3;44.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137887	
PI157456	44.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137888	
PI157457	41.0;41.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137889	
PI157458	42.8;45.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137890	
PI157459	42.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137891	
PI157460	44.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137892	
PI157462	41.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137893	
PI157468	40.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137894	
PI157469	43.6;44.0	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137895	
PI157470	45.0;47.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137896	
PI157471	43	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137897	
PI157472	44.5;46.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137898	
PI157473	45.6;47.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137899	
PI157474	43.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137900	
PI157475	43.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137901	
PI157476	43.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137902	
PI157477	45.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137903	
PI157478	44.1;46.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137904	
PI157482	43.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137905	
PI157483	43.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137906	
PI157484	43.2;44.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137907	
PI157485	44	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137908	
PI157487A	46.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1486004	
PI157487B	44.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1486003	
PI157488	43.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137910	
PI157490	43.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137911	
PI157491	43.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137912	
PI157492	42.8;44.0	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137913	
PI157493	47.9;49.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1137914	
PI158751	47.3;49.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1138370	
PI158765	43.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1138373	
PI159093	42.8;45.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1138457	
PI159094	44.0;47.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1138458	
PI159095	44.5;46.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1138459	
PI159096	43.6;46.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1138460	
PI159097	43.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1138461	
PI159319	42.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1138595	
PI159321	44.0;47.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1138596	
PI159322	46	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1138597	
PI159764	52.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1138660	
PI159922	44.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1138673	
PI159923A	45.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1486005	
PI159923B	40.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1486006	
PI159924	46.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1138675	
PI159925	45.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1138676	
PI159926	43.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1138677	
PI159927	46.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1138678	
PI161431A	42.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1486008	
PI161431B	43.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1486007	
PI161988	40	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1139710	
PI161989	40.9;45.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1139711	
PI163308		https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1140458	
PI163453	44.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1140511	
PI164885	47.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1142013	
PI165524	40.8;46.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1142513	
PI165563	48.6;52.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1142548	
PI165578	41.9;44.0	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1142562	
PI165583	49.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1142564	
PI165671	44.7;44.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1142602	
PI165672	47.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1142603	
PI165673	51.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1142604	
PI165674	45.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1142605	
PI165675	45.2;48.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1142606	
PI165676	44.9;45.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1142607	
PI165896	48.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1142739	
PI165914	44.4;46.0	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1142756	
PI165926	44.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1142763	
PI165929	46.0;47.0	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1142766	
PI165943	43.3;44.0	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1142777	
PI165947	45.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1142780	
PI165989	42.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1142814	
PI166028	43.7;44.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1142855	
PI166032	42.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1142862	
PI166048	45.7;47.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1142889	
PI166105	46.2;47.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1142940	
PI166140	43.8;44.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1142970	
PI166141	44.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1142971	
PI166147	45.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1142976	
PI166438		https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1143207	
PI167240	40.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1143912	
PI167277	43	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1143939	
PI170380	41.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1146384	
PI170886	45.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1147166	
PI170887	47.0;47.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1147167	
PI170888	44.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1147170	
PI170889	46.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1147171	
PI170890	44.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1147174	
PI170891	46	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1147175	
PI170892	49.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1147178	
PI170893	44.4;47.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1147179	
PI170895	42.1;45.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1147183	
PI170896	43.6;47.0	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1147184	
PI170899	43.7;44.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1147189	
PI171421	39	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1148040	
PI171427	43.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1148047	
PI171428	43.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1148048	
PI171429	42	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1148051	
PI171430	44.8;49.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1148052	
PI171431	42.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1148055	
PI171432	40.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1148056	
PI171433	42.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1148059	
PI171434	43	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1148060	
PI171436	48	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1148064	
PI171437	49	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1148067	
PI171438	46.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1148068	
PI171439	44.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1148071	
PI171440	48.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1148072	
PI171441	41	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1148075	
PI171442	45.2;46.0	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1148076	
PI171443	41.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1148079	
PI171444	48.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1148080	
PI171445	47.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1148083	
PI171446	45.1;47.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1148084	
PI171449	41.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1148089	
PI171450	46.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1148090	
PI171451	47.1;47.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1148093	
PI171454	42.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1148097	
PI171652	43.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1148418	
PI172901	44.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1150281	
PI172902	46.3;48.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1150284	
PI173994	44.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1151033	
PI173995	43.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1151034	
PI174852	41.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1151743	
PI174853	43.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1151744	
PI174854	44.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1151745	
PI174855	44.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1151746	
PI174856	46.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1151747	
PI174857	45	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1151748	
PI174858	46.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1151749	
PI174859	48.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1151750	
PI174860	47.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1151751	
PI174861	47.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1151752	
PI174862	48.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1151753	
PI174863	43.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1151754	
PI174865	43.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1151755	
PI174866	46.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1151756	
PI174867	46.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1151757	
PI174868	45.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1151758	
PI175174	42	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1151918	
PI175175	49.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1151919	
PI175176	47.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1151920	
PI175177	49.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1151921	
PI175178	46.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1151922	
PI175179	46.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1151923	
PI175180	45.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1151924	
PI175181	45.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1151925	
PI175182	47.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1151926	
PI175183	46.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1151927	
PI175184	46.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1151928	
PI175185	45.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1151929	
PI175186	45.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1151930	
PI175187	47.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1151931	
PI175188		https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1151932	
PI175189	45.0;49.0	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1151933	
PI175190	49	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1151934	
PI175191	46	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1151935	
PI175192	44.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1151936	
PI175193	46.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1151937	
PI175194	45.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1151938	
PI175195	46.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1151939	
PI175196	46.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1151940	
PI175197	43.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1151941	
PI175198	45.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1151942	
PI175199	46.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1151943	
PI179822	42.0;44.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1155833	
PI179823	46.2;47.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1155834	
PI179825	46.8;47.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1155835	
PI179826	40.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1155836	
PI179935	42.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1155932	
PI180051	43.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1155999	
PI180445	40.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1156165	
PI180499	39.7;43.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1156197	
PI180501	39.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1156198	
PI180502	40.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1156199	
PI180507	43.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1156200	
PI180508	43	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1156201	
PI180509	41.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1156202	
PI180516	41.1;43.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1156210	
PI180517	42.7;42.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1156211	
PI180519	46.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1156215	
PI180521	44.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1156218	
PI180524	40.9;41.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1156222	
PI180525	39	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1156223	
PI180529	43.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1156228	
PI180530	43.7;45.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1156229	
PI180532	41.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1156233	
PI181531	40.8;42.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1157075	
PI181532	38.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1157076	
PI181533	39	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1157077	
PI181534	38.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1157078	
PI181535	41.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1157079	
PI181536	38.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1157080	
PI181537	39.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1157081	
PI181538	39.0;46.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1157082	
PI181539	45	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1157083	
PI181540	45.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1157084	
PI181541	43.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1157085	
PI181542	41.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1157086	
PI181543	41.6;42.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1157087	
PI181544	42.4;43.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1157088	
PI181545	43.1;44.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1157089	
PI181546	40.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1157090	
PI181547	40.9;43.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1157091	
PI181548	38.0;44.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1157092	
PI181549	41.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1157093	
PI181550	43.5;45.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1157094	
PI181551	42.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1157095	
PI181552	39.9;41.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1157096	
PI181553	41.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1157097	
PI181554	42.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1157098	
